Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,gamename,metaNote,metaNbVote,userNote,userNbVote,serie,samename,metaNoteQ,serieB
3062,NCAA March Madness 2003,PS2,2002.0,Sports,Electronic Arts,0.32,0.25,0.0,0.08,0.66,NCAA March Madness 2003,74.0,13.0,7.9,23.0,NCAA Basketball Series,1,3,1
3063,Finding Nemo,XB,2003.0,Action,THQ,0.48,0.16,0.0,0.02,0.66,Disney/Pixar Finding Nemo,63.0,14.0,5.3,16.0,,1,3,0
3064,Thrillville,PS2,2006.0,Strategy,Atari,0.55,0.02,0.0,0.09,0.66,Thrillville: Off the Rails,70.0,8.0,3.5,37.0,,1,3,0
3065,NHL 10,X360,2009.0,Sports,Electronic Arts,0.51,0.1,0.0,0.06,0.66,NHL 10,88.0,35.0,8.1,44.0,NHL,1,4,1
3067,Madagascar,GC,2005.0,Platform,Activision,0.52,0.13,0.0,0.02,0.66,Madagascar,73.0,14.0,7.9,26.0,,1,3,0
3068,Puzzler Brain Games,Wii,2012.0,Puzzle,Namco Bandai Games,0.0,0.0,0.66,0.0,0.66,Puzzler Brain Games,0.0,4.0,,,,1,0,0
3070,Strawberry Shortcake: Summertime Adventure,GBA,2004.0,Adventure,Majesco Entertainment,0.47,0.18,0.0,0.01,0.66,Strawberry Shortcake: Summertime Adventure,1.0,3.0,,,,1,1,0
3071,Rayman Legends,PS3,2013.0,Platform,Ubisoft,0.14,0.38,0.0,0.14,0.66,Rayman Legends,90.0,16.0,8.4,962.0,,1,4,0
3072,Rocksmith 2014,PC,2013.0,Misc,Ubisoft,0.35,0.24,0.0,0.07,0.66,Rocksmith 2014 Edition,89.0,7.0,7.9,167.0,,1,4,0
3075,Napoleon: Total War,PC,2010.0,Strategy,Sega,0.02,0.52,0.0,0.12,0.66,Napoleon: Total War,81.0,56.0,7.9,602.0,Total War,1,4,1
3076,Fist of the North Star: Ken's Rage,PS3,2010.0,Action,Ubisoft Annecy,0.06,0.03,0.55,0.02,0.66,Fist of the North Star: Ken's Rage,60.0,30.0,7.0,34.0,Dynasty Warriors,1,3,1
3077,Wario: Master of Disguise,DS,2007.0,Platform,Nintendo,0.28,0.02,0.33,0.03,0.66,Wario: Master of Disguise,60.0,35.0,7.5,30.0,,1,3,0
3080,Tiger Woods PGA Tour 09,PS3,2008.0,Sports,Electronic Arts,0.34,0.22,0.0,0.1,0.66,Tiger Woods PGA Tour 09,0.0,4.0,,,PGA Tour,1,0,1
3082,LEGO Marvel Super Heroes,PSV,2013.0,Action,Warner Bros. Interactive Entertainment,0.15,0.35,0.0,0.16,0.66,LEGO Marvel Super Heroes,83.0,22.0,7.6,374.0,,1,4,0
3083,New Play Control! Pikmin,Wii,2008.0,Strategy,Nintendo,0.29,0.14,0.19,0.04,0.66,New Play Control! Pikmin,77.0,36.0,8.6,51.0,,1,4,0
3084,Shrek: Hassle at the Castle,GBA,2002.0,Action,TDK Mediactive,0.47,0.17,0.0,0.01,0.66,Shrek: Hassle at the Castle,71.0,7.0,,,,1,3,0
3085,Suikoden IV,PS2,2004.0,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66,Suikoden IV,63.0,44.0,7.5,76.0,Suikoden,1,3,1
3086,Gods Eater Burst,PSP,2010.0,Action,Namco Bandai Games,0.03,0.0,0.62,0.0,0.66,Gods Eater Burst,71.0,30.0,8.0,40.0,God Eater,1,3,1
3087,Disney's Kim Possible 2: Drakken's Demise,GBA,2004.0,Platform,Disney Interactive Studios,0.47,0.17,0.0,0.01,0.66,Disney's Kim Possible 2: Drakken's Demise,77.0,8.0,,,Kim Possible,1,4,1
3090,Madden NFL 10,PSP,2009.0,Sports,Electronic Arts,0.5,0.08,0.0,0.08,0.66,Madden NFL 10,85.0,41.0,6.9,61.0,Madden NFL,1,4,1
3091,"Transformers: The Game (XBox 360, PS2, PS3, Wii & PC Versions)",PSP,2007.0,Action,Activision,0.23,0.27,0.0,0.16,0.66,Transformers: The Game,52.0,50.0,5.6,41.0,,1,3,0
3093,F1 2015,PS4,2015.0,Racing,Codemasters,0.09,0.44,0.03,0.09,0.66,F1 2015,65.0,46.0,6.4,56.0,,1,3,0
3094,Scene It? Box Office Smash,X360,2008.0,Misc,Microsoft Game Studios,0.33,0.25,0.0,0.07,0.66,Scene It? Box Office Smash,76.0,32.0,7.4,25.0,Scene It?,1,4,1
3095,Animaniacs Ten Pin Alley,PS,1998.0,Sports,ASC Games,0.36,0.25,0.0,0.04,0.66,Ten Pin Alley,0.0,4.0,,,,1,0,0
3097,NHL 13,PS3,2012.0,Sports,Electronic Arts,0.33,0.22,0.0,0.1,0.65,NHL 13,84.0,22.0,6.8,67.0,NHL,1,4,1
3098,Kung Fu Panda,PS2,2008.0,Action,Activision,0.24,0.0,0.0,0.41,0.65,DreamWorks Kung Fu Panda,75.0,42.0,7.3,38.0,,1,4,0
3099,Tom Clancy's EndWar,PS3,2008.0,Strategy,Ubisoft,0.32,0.22,0.01,0.1,0.65,Tom Clancy's EndWar,68.0,24.0,6.7,50.0,,1,3,0
3100,The Evil Within,XOne,2014.0,Action,Bethesda Softworks,0.35,0.25,0.0,0.05,0.65,The Evil Within,75.0,65.0,7.6,1785.0,,1,4,0
3101,Tiger Woods PGA Tour 09,X360,2008.0,Sports,Electronic Arts,0.35,0.23,0.0,0.07,0.65,Tiger Woods PGA Tour 09,0.0,4.0,,,PGA Tour,1,0,1
3102,Radiata Stories,PS2,2005.0,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65,Radiata Stories,74.0,36.0,8.7,90.0,,1,3,0
3103,F-Zero GX,GC,2003.0,Racing,Nintendo,0.41,0.11,0.12,0.02,0.65,F-Zero GX,89.0,50.0,8.6,233.0,F-Zero,1,4,1
3104,Disney's Chicken Little,PS2,2005.0,Platform,Disney Interactive Studios,0.32,0.25,0.0,0.08,0.65,Disney's Chicken Little,71.0,5.0,,,,1,3,0
3106,Yoshi Topsy-Turvy,GBA,2004.0,Platform,Nintendo,0.25,0.09,0.3,0.01,0.65,Yoshi Topsy-Turvy,60.0,23.0,,,Nintendo Yoshi Series,1,3,1
3108,Monster Jam: Maximum Destruction,PS2,2002.0,Racing,Ubisoft,0.32,0.25,0.0,0.08,0.65,Monster Jam: Maximum Destruction,47.0,11.0,,,,1,2,0
3109,Real Heroes: Firefighter,Wii,2009.0,Action,Rondomedia,0.56,0.04,0.0,0.05,0.65,Real Heroes: Firefighter,67.0,18.0,8.3,11.0,,1,3,0
3110,Cartoon Network Block Party / Cartoon Network Speedway Double Pack,GBA,2005.0,Misc,THQ,0.47,0.17,0.0,0.01,0.65,Cartoon Network Block Party,52.0,4.0,,,,1,3,0
3112,Drawn to Life: The Next Chapter,DS,2009.0,Puzzle,THQ,0.45,0.14,0.0,0.06,0.65,Drawn to Life: The Next Chapter,72.0,21.0,7.7,28.0,Drawn to Life,1,3,1
3113,MLB 14: The Show,PS4,2014.0,Sports,Sony Computer Entertainment America,0.58,0.0,0.0,0.07,0.65,MLB 14: The Show,83.0,17.0,7.6,213.0,MLB: The Show,1,4,1
3114,Tiger Woods PGA Tour 10,X360,2009.0,Sports,Electronic Arts,0.39,0.2,0.0,0.06,0.65,Tiger Woods PGA Tour 10,81.0,38.0,7.4,12.0,PGA Tour,1,4,1
3115,Advance Wars 2: Black Hole Rising,GBA,2003.0,Strategy,Nintendo,0.47,0.17,0.0,0.01,0.65,Advance Wars 2: Black Hole Rising,89.0,34.0,8.9,128.0,Wars,1,4,1
3116,Fire Emblem: Shadow Dragon,DS,2008.0,Role-Playing,Nintendo,0.31,0.03,0.27,0.03,0.65,Fire Emblem: Shadow Dragon,81.0,42.0,7.1,147.0,Fire Emblem,1,4,1
3117,Centipede,PS,1998.0,Shooter,Atari,0.36,0.25,0.0,0.04,0.65,Centipede,0.0,4.0,,,,1,0,0
3118,Drakengard,PS2,2003.0,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65,Drakengard,63.0,55.0,8.2,131.0,,1,3,0
3119,SingStar Pop Hits,PS2,2007.0,Misc,Sony Computer Entertainment,0.0,0.5,0.0,0.15,0.65,SingStar Pop,73.0,13.0,7.4,10.0,SingStar,1,3,1
3121,Champions: Return to Arms,PS2,2005.0,Role-Playing,Sony Online Entertainment,0.32,0.25,0.0,0.08,0.65,Champions: Return to Arms,77.0,48.0,8.1,52.0,,1,4,0
3122,Harry Potter and the Goblet of Fire,PS2,2005.0,Action,Electronic Arts,0.54,0.02,0.0,0.09,0.65,Harry Potter and the Goblet of Fire,66.0,16.0,3.9,88.0,,1,3,0
3125,MX vs. ATV Untamed,PSP,2007.0,Racing,THQ,0.35,0.18,0.0,0.12,0.65,MX vs. ATV Untamed,70.0,43.0,6.9,19.0,MX vs. ATV,1,3,1
3126,Disney Sing It: Party Hits,Wii,2010.0,Misc,Disney Interactive Studios,0.5,0.11,0.0,0.05,0.65,Disney Sing It: Party Hits,0.0,4.0,,,Disney Sing It,1,0,1
3127,Dead or Alive 5,PS3,2012.0,Fighting,Tecmo Koei,0.23,0.15,0.2,0.07,0.65,Dead or Alive 5 Last Round,69.0,7.0,5.5,98.0,Dead or Alive,1,3,1
3128,Star Ocean: First Departure,PSP,2007.0,Role-Playing,Square Enix,0.2,0.14,0.22,0.09,0.65,Star Ocean: First Departure,74.0,32.0,7.6,37.0,Star Ocean,1,3,1
3130,Dragon Age: Inquisition,PS3,2014.0,Role-Playing,Electronic Arts,0.26,0.23,0.05,0.1,0.65,Dragon Age: Inquisition,85.0,45.0,6.0,4615.0,,1,4,0
3131,The Black Eyed Peas Experience,Wii,2011.0,Misc,Ubisoft,0.39,0.2,0.0,0.06,0.65,The Black Eyed Peas Experience,66.0,17.0,,,,1,3,0
3133,Sengoku Basara: Samurai Heroes,PS3,2010.0,Action,Capcom,0.17,0.04,0.4,0.03,0.65,Sengoku Basara: Samurai Heroes,61.0,37.0,8.1,39.0,Sengoku Basara,1,3,1
3134,Crysis 3,PC,2013.0,Shooter,Electronic Arts,0.17,0.39,0.0,0.09,0.64,Crysis 3,76.0,47.0,6.7,1484.0,,1,4,0
3136,Harry Potter and the Half-Blood Prince,PS2,2009.0,Action,Electronic Arts,0.13,0.07,0.0,0.44,0.64,Harry Potter and the Half-Blood Prince,64.0,14.0,5.1,72.0,,1,3,0
3137,Crash Bandicoot Purple: Ripto's Rampage,GBA,2004.0,Platform,Vivendi Games,0.46,0.17,0.0,0.01,0.64,Crash Bandicoot Purple: Ripto's Rampage,67.0,23.0,6.3,30.0,Crash Bandicoot,1,3,1
3138,Diablo III,XOne,2014.0,Role-Playing,Activision,0.35,0.24,0.0,0.05,0.64,Diablo III,88.0,86.0,4.1,9878.0,,1,4,0
3139,Spyro: A Hero's Tail,PS2,2004.0,Platform,Vivendi Games,0.32,0.25,0.0,0.08,0.64,Spyro: A Hero's Tail,60.0,16.0,7.9,74.0,Spyro,1,3,1
3140,Crash of the Titans,PSP,2007.0,Action,Vivendi Games,0.25,0.25,0.0,0.15,0.64,Crash of the Titans,70.0,12.0,6.7,124.0,Crash Bandicoot,1,3,1
3141,Aliens: Colonial Marines,PS3,2013.0,Shooter,Sega,0.2,0.31,0.0,0.13,0.64,Aliens: Colonial Marines,45.0,40.0,3.5,1218.0,,1,2,0
3143,Test Drive Unlimited 2,PS3,,Racing,Atari,0.16,0.35,0.01,0.12,0.64,Test Drive Unlimited 2,72.0,19.0,5.8,279.0,Test Drive,1,3,1
3144,Max Payne 2: The Fall of Max Payne,XB,2003.0,Shooter,Take-Two Interactive,0.47,0.15,0.0,0.02,0.64,Max Payne 2: The Fall of Max Payne,86.0,46.0,8.9,1352.0,,1,4,0
3145,Dragon Ball: Raging Blast 2,X360,2010.0,Fighting,Namco Bandai Games,0.49,0.09,0.01,0.05,0.64,Dragon Ball: Raging Blast 2,60.0,27.0,7.7,89.0,,1,3,0
3146,GoldenEye: Rogue Agent,PS2,2004.0,Shooter,Electronic Arts,0.54,0.02,0.0,0.09,0.64,GoldenEye: Rogue Agent,60.0,38.0,6.8,39.0,James Bond,1,3,1
3147,NBA 2K17,XOne,2016.0,Sports,Take-Two Interactive,0.54,0.04,0.0,0.07,0.64,NBA 2K17,88.0,47.0,6.3,310.0,NBA 2K,1,4,1
3148,Lost Planet: Extreme Condition,PS3,2008.0,Shooter,Capcom,0.31,0.17,0.07,0.09,0.64,Lost Planet: Extreme Condition,79.0,76.0,7.1,212.0,Lost Planet,1,4,1
3149,XCOM: Enemy Unknown,X360,2012.0,Strategy,Take-Two Interactive,0.36,0.23,0.0,0.05,0.64,XCOM: Enemy Unknown,89.0,57.0,8.2,2529.0,XCOM,1,4,1
3150,Rayman 3D,3DS,2011.0,Platform,Ubisoft,0.23,0.35,0.0,0.06,0.64,Rayman 3D,61.0,39.0,6.5,58.0,Rayman,1,3,1
3151,LEGO Marvel's Avengers,PS4,2016.0,Action,Warner Bros. Interactive Entertainment,0.25,0.29,0.0,0.1,0.64,LEGO Marvel's Avengers,71.0,70.0,7.1,135.0,Lego Marvel,1,3,1
3152,James Bond 007: Everything or Nothing,XB,2004.0,Shooter,Electronic Arts,0.43,0.19,0.0,0.02,0.64,James Bond 007: Everything or Nothing,84.0,42.0,8.4,81.0,James Bond,1,4,1
3153,X2: Wolverine's Revenge,PS2,2003.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,X2: Wolverine's Revenge,58.0,24.0,7.2,15.0,,1,3,0
3154,Stuntman: Ignition,X360,2007.0,Racing,THQ,0.25,0.32,0.0,0.07,0.64,Stuntman: Ignition,75.0,38.0,7.2,34.0,,1,4,0
3155,NBA Live 06,XB,2005.0,Sports,Electronic Arts,0.57,0.04,0.0,0.03,0.64,NBA Live 06,77.0,24.0,7.1,34.0,NBA Live,1,4,1
3156,Dragon Age II,PC,2011.0,Action,Electronic Arts,0.23,0.33,0.0,0.09,0.64,Dragon Age II,82.0,45.0,4.6,4937.0,,1,4,0
3157,LEGO Star Wars II: The Original Trilogy,X360,2006.0,Action,LucasArts,0.55,0.04,0.0,0.05,0.64,LEGO Star Wars II: The Original Trilogy,84.0,32.0,8.7,74.0,,1,4,0
3158,Tom Clancy's Rainbow Six,N64,1999.0,Shooter,Red Storm Entertainment,0.48,0.15,0.0,0.01,0.64,Tom Clancy's Rainbow Six Siege,79.0,37.0,7.1,1642.0,,1,4,0
3159,Castlevania,N64,1999.0,Platform,Konami Digital Entertainment,0.44,0.1,0.04,0.05,0.64,Castlevania: Symphony of the Night,93.0,12.0,9.2,731.0,,1,4,0
3160,Rayman 2: The Great Escape,N64,1999.0,Platform,Ubisoft,0.4,0.22,0.0,0.02,0.64,Rayman 2: The Great Escape,90.0,12.0,8.8,103.0,Rayman,1,4,1
3162,The Lord of the Rings: Conquest,X360,2009.0,Action,Electronic Arts,0.37,0.21,0.0,0.06,0.64,The Lord of the Rings: Conquest,55.0,58.0,7.0,119.0,,1,3,0
3163,TimeSplitters 2,XB,2002.0,Shooter,Eidos Interactive,0.29,0.33,0.0,0.01,0.64,TimeSplitters 2,90.0,33.0,8.7,167.0,TimeSplitters,1,4,1
3164,Onimusha: Dawn of Dreams,PS2,2006.0,Action,Capcom,0.15,0.12,0.34,0.04,0.64,Onimusha: Dawn of Dreams,81.0,45.0,8.7,93.0,Onimusha,1,4,1
3165,NieR,PS3,2010.0,Role-Playing,Square Enix,0.17,0.2,0.2,0.07,0.64,NieR: Automata,88.0,101.0,8.9,4092.0,,1,4,0
3166,The Princess and the Frog,DS,2009.0,Platform,Disney Interactive Studios,0.41,0.17,0.0,0.06,0.64,The Princess and the Frog,3.0,1.0,,,,1,1,0
3167,Sega Rally Revo,PS3,2007.0,Racing,Sega,0.07,0.43,0.0,0.14,0.64,Sega Rally Revo,74.0,9.0,7.2,23.0,Sega Rally,1,3,1
3169,Gravity Rush,PSV,2012.0,Action,Sony Computer Entertainment,0.26,0.2,0.09,0.1,0.64,Gravity Rush Remastered,80.0,62.0,8.1,450.0,,1,4,0
3170,Konami Collector's Series: Arcade Advanced,GBA,2002.0,Misc,Konami Digital Entertainment,0.46,0.17,0.0,0.01,0.64,Konami Collector's Series: Arcade Advanced,78.0,10.0,,,Arcade Advanced,1,4,1
3171,White Knight Chronicles II,PS3,2010.0,Role-Playing,Sony Computer Entertainment,0.23,0.09,0.27,0.05,0.64,White Knight Chronicles II,60.0,45.0,7.1,75.0,White Knight Chronicles,1,3,1
3172,Wolfenstein,PS3,2009.0,Shooter,Activision,0.25,0.28,0.0,0.11,0.64,Wolfenstein: Youngblood,63.0,36.0,2.6,369.0,,1,3,0
3174,LEGO Dimensions,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,0.22,0.32,0.0,0.1,0.64,LEGO Dimensions,80.0,53.0,7.2,84.0,,1,4,0
3175,Start the Party!,PS3,2010.0,Misc,Sony Computer Entertainment,0.07,0.42,0.0,0.14,0.64,Start the Party!,55.0,47.0,5.5,20.0,,1,3,0
3177,Madden NFL 2001,N64,2000.0,Sports,Electronic Arts,0.6,0.03,0.0,0.01,0.64,Madden NFL 2001,91.0,25.0,7.5,10.0,Madden NFL,1,4,1
3178,NBA Live 08,PS3,2007.0,Sports,Electronic Arts,0.56,0.02,0.01,0.05,0.64,NBA Live 08,73.0,28.0,6.8,10.0,NBA Live,1,3,1
3179,The Walking Dead: Survival Instinct,X360,2013.0,Shooter,Activision,0.46,0.12,0.0,0.05,0.64,The Walking Dead: Survival Instinct,38.0,13.0,2.6,316.0,The Walking Dead,1,2,1
3181,Okami,Wii,2008.0,Action,Capcom,0.45,0.1,0.04,0.05,0.64,Okami HD,89.0,32.0,8.5,193.0,,1,4,0
3182,Lemony Snicket's A Series of Unfortunate Events,PS2,2004.0,Platform,Activision,0.31,0.24,0.0,0.08,0.64,Lemony Snicket's A Series of Unfortunate Events,63.0,25.0,6.1,14.0,,1,3,0
3184,Family Feud: 2010 Edition,Wii,2009.0,Misc,Ubisoft,0.59,0.0,0.0,0.04,0.64,Family Feud: 2010 Edition,3.0,1.0,,,Liste de jeux vidéo Une famille en or,1,1,1
3185,Red Steel 2,Wii,2010.0,Shooter,Ubisoft,0.36,0.21,0.01,0.06,0.63,Red Steel 2,80.0,73.0,8.5,197.0,,1,4,0
3186,X-Men Legends II: Rise of Apocalypse,PS2,2005.0,Role-Playing,Activision,0.53,0.02,0.0,0.09,0.63,X-Men Legends II: Rise of Apocalypse,82.0,44.0,7.6,53.0,,1,4,0
3187,Nightmare Creatures,PS,1997.0,Action,Sony Computer Entertainment,0.35,0.24,0.0,0.04,0.63,Nightmare Creatures (1997),0.0,4.0,8.4,16.0,Nightmare Creatures,1,0,1
3188,SingStar Queen,PS2,2009.0,Misc,Sony Computer Entertainment,0.08,0.12,0.0,0.44,0.63,SingStar Queen,74.0,37.0,,,SingStar,1,3,1
3189,Just Dance 2015,X360,2014.0,Misc,Ubisoft,0.41,0.16,0.0,0.06,0.63,Just Dance 2015,72.0,8.0,5.9,34.0,Just Dance,1,3,1
3190,F1 2013,PS3,2013.0,Racing,Codemasters,0.01,0.45,0.03,0.15,0.63,F1 2013,77.0,18.0,6.8,162.0,,1,4,0
3191,Juiced 2: Hot Import Nights,X360,2007.0,Racing,THQ,0.22,0.34,0.0,0.07,0.63,Juiced 2: Hot Import Nights,68.0,24.0,7.4,26.0,Juiced,1,3,1
3192,Tony Hawk's Pro Skater 2x,XB,2001.0,Sports,Activision,0.41,0.19,0.0,0.03,0.63,Tony Hawk's Pro Skater 2,98.0,19.0,7.4,725.0,Tony Hawk's,1,4,1
3193,Sim Theme Park,PS,1999.0,Strategy,Electronic Arts,0.35,0.24,0.0,0.04,0.63,Sim Theme Park,0.0,4.0,8.0,19.0,,1,0,0
3194,FIFA Soccer 2003,XB,2002.0,Sports,Electronic Arts,0.2,0.4,0.0,0.04,0.63,FIFA Soccer 2003,88.0,15.0,6.5,39.0,FIFA,1,4,1
3195,Ghostbusters: The Video Game,X360,2009.0,Action,Atari,0.43,0.14,0.0,0.06,0.63,Ghostbusters: The Video Game Remastered,66.0,25.0,7.1,55.0,,1,3,0
3197,NASCAR 06: Total Team Control,PS2,2005.0,Racing,Electronic Arts,0.53,0.02,0.0,0.09,0.63,NASCAR 06: Total Team Control,78.0,18.0,7.6,20.0,NASCAR The Game,1,4,1
3198,Tony Hawk's Project 8,PS3,2006.0,Sports,Activision,0.3,0.23,0.01,0.1,0.63,Tony Hawk's Project 8,81.0,65.0,7.6,44.0,Tony Hawk's,1,4,1
3199,Dogz,GBA,2004.0,Simulation,Ubisoft,0.45,0.17,0.0,0.01,0.63,Dogz,2.0,2.0,,,,1,1,0
3200,Disney Universe,PS3,2011.0,Action,Disney Interactive Studios,0.3,0.23,0.0,0.09,0.63,Disney Universe,70.0,29.0,7.1,15.0,,1,3,0
3201,Guitar Hero: Metallica,PS3,2009.0,Misc,Activision,0.28,0.24,0.0,0.1,0.63,Guitar Hero: Metallica,86.0,44.0,8.2,57.0,Guitar Hero,1,4,1
3202,Iron Man,PSP,2008.0,Action,Sega,0.46,0.09,0.0,0.09,0.63,Iron Man,32.0,10.0,2.7,71.0,,1,2,0
3204,Harry Potter and the Half-Blood Prince,DS,2009.0,Action,Electronic Arts,0.21,0.35,0.0,0.07,0.63,Harry Potter and the Half-Blood Prince,64.0,14.0,5.1,72.0,,1,3,0
3205,A Bug's Life,N64,1998.0,Platform,Activision,0.49,0.13,0.0,0.01,0.63,A Bug's Life,0.0,4.0,,,,1,0,0
3206,Super Castlevania IV,SNES,1991.0,Platform,Konami Digital Entertainment,0.32,0.05,0.25,0.01,0.63,Super Castlevania IV,0.0,4.0,8.5,47.0,Castlevania,1,0,1
3207,DJ Hero 2,Wii,2010.0,Misc,Activision,0.49,0.09,0.0,0.04,0.63,DJ Hero 2,86.0,66.0,8.4,24.0,Guitar Hero,1,4,1
3208,Angry Birds Trilogy,3DS,2012.0,Action,Activision,0.38,0.2,0.0,0.05,0.63,Angry Birds Trilogy,66.0,8.0,4.1,22.0,Angry Birds,1,3,1
3209,Condemned 2: Bloodshot,X360,2008.0,Action,Sega,0.38,0.19,0.0,0.06,0.63,Condemned 2: Bloodshot,82.0,37.0,8.0,108.0,Condemned,1,4,1
3210,Cabela's Big Game Hunter (2008),Wii,2007.0,Sports,Activision,0.58,0.0,0.0,0.05,0.63,Cabela's Big Game Hunter,51.0,5.0,,,Cabela's Big Game Hunter,1,3,1
3212,Just Dance 3,PS3,2011.0,Misc,Ubisoft,0.33,0.21,0.0,0.09,0.63,Just Dance 3,74.0,15.0,8.0,22.0,Just Dance,1,3,1
3213,Call of Duty: Black Ops,DS,2010.0,Shooter,Activision,0.54,0.05,0.0,0.04,0.63,Call of Duty: Black Ops Cold War,76.0,35.0,3.4,1216.0,Call of Duty,1,4,1
3214,God of War III,PS4,2015.0,Action,Sony Computer Entertainment,0.23,0.29,0.01,0.1,0.63,God of War III,92.0,101.0,8.8,3503.0,,1,4,0
3215,Ape Escape 2,PS2,2002.0,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63,Ape Escape 2,82.0,31.0,8.3,46.0,Ape Escape,1,4,1
3218,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",X360,2009.0,Shooter,Activision,0.34,0.23,0.0,0.06,0.63,Transformers: Revenge of the Fallen,61.0,65.0,7.6,42.0,,1,3,0
3219,Advance Wars: Days of Ruin,DS,,Strategy,Nintendo,0.44,0.13,0.0,0.06,0.63,Advance Wars: Days of Ruin,86.0,55.0,8.7,113.0,Wars,1,4,1
3220,The Sims 3: Generations,PC,2011.0,Simulation,Electronic Arts,0.4,0.23,0.0,0.0,0.63,The Sims 3: Generations,70.0,22.0,3.8,90.0,The Sims,1,3,1
3221,The Crew,XOne,2014.0,Racing,Ubisoft,0.24,0.34,0.0,0.05,0.63,The Crew 2,64.0,53.0,5.5,339.0,,1,3,0
3222,Battle of Giants: Dragons,DS,2009.0,Strategy,Ubisoft,0.31,0.25,0.0,0.06,0.63,Battle of Giants: Dragons,3.0,1.0,,,Combat of Giants,1,1,1
3224,Sonic & All-Stars Racing Transformed,X360,2012.0,Racing,Sega,0.2,0.37,0.0,0.06,0.63,Sonic & All-Stars Racing Transformed,82.0,38.0,8.3,131.0,Sega All-Stars,1,4,1
3225,Shin Megami Tensei: Persona 3 FES,PS2,2007.0,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63,Shin Megami Tensei: Persona 3 FES,89.0,25.0,7.7,782.0,Persona,1,4,1
3226,FIFA Soccer 2002,PS2,2001.0,Sports,Electronic Arts,0.31,0.24,0.0,0.08,0.63,FIFA Soccer 2002,77.0,9.0,7.4,47.0,FIFA,1,4,1
3227,Shin Megami Tensei: Persona 3 Portable,PSP,2009.0,Role-Playing,Ghostlight,0.18,0.06,0.34,0.04,0.63,Shin Megami Tensei: Persona 3 Portable,89.0,40.0,7.6,742.0,Persona,1,4,1
3229,Tiger Woods PGA Tour 12: The Masters,X360,2011.0,Sports,Electronic Arts,0.4,0.17,0.0,0.05,0.63,Tiger Woods PGA Tour 12: The Masters,80.0,41.0,7.2,19.0,PGA Tour,1,4,1
3230,Okami,PS2,2006.0,Action,Capcom,0.11,0.03,0.15,0.34,0.63,Okami HD,89.0,32.0,8.5,193.0,,1,4,0
3231,NHL 2001,PS,2000.0,Sports,Electronic Arts,0.35,0.24,0.0,0.04,0.63,NHL 2001,85.0,22.0,8.2,12.0,NHL,1,4,1
3232,World of Zoo,Wii,2009.0,Simulation,THQ,0.41,0.16,0.0,0.05,0.63,World of Zoo,3.0,1.0,,,,1,1,0
3233,LEGO Jurassic World,XOne,2015.0,Action,Warner Bros. Interactive Entertainment,0.35,0.22,0.0,0.06,0.63,LEGO Jurassic World,70.0,46.0,7.1,114.0,,1,3,0
3234,Wet,PS3,2009.0,Shooter,Bethesda Softworks,0.22,0.27,0.01,0.11,0.63,Wet,70.0,61.0,6.5,76.0,,1,3,0
3235,MySims Racing,DS,2009.0,Racing,Electronic Arts,0.26,0.29,0.0,0.07,0.63,MySims Racing,68.0,22.0,,,The Sims,1,3,1
3236,Buzz Lightyear of Star Command,PS,2000.0,Platform,Activision,0.35,0.24,0.0,0.04,0.63,Buzz Lightyear of Star Command,54.0,10.0,6.9,13.0,,1,3,0
3237,Namco Museum,GC,2002.0,Misc,Namco Bandai Games,0.48,0.13,0.0,0.02,0.63,Namco Museum,72.0,40.0,7.6,39.0,,1,3,0
3239,Virtua Cop,SAT,1995.0,Shooter,Sega,0.0,0.0,0.62,0.0,0.62,Virtua Cop,0.0,4.0,,,,1,0,0
3240,Metal Gear Solid 2: Substance,XB,,Action,Konami Digital Entertainment,0.38,0.22,0.0,0.03,0.62,Metal Gear Solid 2: Substance,87.0,17.0,8.9,181.0,Metal Gear,1,4,1
3241,Tony Hawk's American Wasteland,XB,2005.0,Sports,Activision,0.4,0.2,0.0,0.03,0.62,Tony Hawk's American Wasteland,77.0,44.0,8.5,79.0,Tony Hawk's,1,4,1
3243,Prince of Persia: The Forgotten Sands,X360,2010.0,Action,Ubisoft,0.3,0.26,0.0,0.06,0.62,Prince of Persia: The Forgotten Sands,75.0,49.0,7.4,159.0,Prince of Persia,1,4,1
3244,Vanquish,PS3,2010.0,Shooter,Sega,0.21,0.22,0.11,0.09,0.62,Vanquish,78.0,21.0,8.8,420.0,,1,4,0
3247,Sacred 2: Fallen Angel,PS3,2009.0,Role-Playing,Deep Silver,0.22,0.23,0.08,0.09,0.62,Sacred 2: Fallen Angel,71.0,41.0,6.9,238.0,Sacred,1,3,1
3248,Madden NFL 07,GC,2006.0,Sports,Electronic Arts,0.48,0.13,0.0,0.02,0.62,Madden NFL 07,84.0,29.0,8.2,44.0,Madden NFL,1,4,1
